newfilename,pathlength,oldfilepath
work-with-software-restriction-policies-rules.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\software-restriction-policies\Work-with-Software-Restriction-Policies-Rules.md
datagram-transport-layer-security-protocol.md,48,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\tls\Datagram-Transport-Layer-Security-protocol.md
schannel-security-support-provider-technical-reference.md,60,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\tls\Schannel-Security-Support-Provider-Technical-Reference.md
tls---ssl--schannel-ssp--overview.md,39,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\tls\TLS---SSL--Schannel-SSP--Overview.md
tls-ssl-schannel-ssp-overview.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\tls\TLS-SSL-Schannel-SSP-Overview.md
transport-layer-security-protocol.md,39,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\tls\Transport-Layer-Security-protocol.md
what-s-new-in-tls---ssl--schannel-ssp-overview.md,52,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\tls\What-s-New-in-TLS---SSL--Schannel-SSP-overview.md
what-s-new-in-tls-ssl-schannel-ssp-overview.md,49,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\tls\What-s-New-in-TLS-SSL-Schannel-SSP-overview.md
how-user-account-control-works.md,36,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\trusted-platform-module\user-account-control\How-User-Account-Control-Works.md
user-account-control-overview.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\trusted-platform-module\user-account-control\User-Account-Control-Overview.md
credentials-processes-in-windows-authentication.md,53,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Credentials-Processes-in-Windows-Authentication.md
group-policy-settings-used-in-windows-authentication.md,58,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Group-Policy-Settings-Used-in-Windows-Authentication.md
how-to-configure-protected-accounts.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\How-to-Configure-Protected-Accounts.md
security-support-provider-interface-architecture.md,54,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Security-Support-Provider-Interface-Architecture.md
windows-authentication-architecture.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Windows-Authentication-Architecture.md
windows-authentication-concepts.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Windows-Authentication-Concepts.md
windows-authentication-overview.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Windows-Authentication-Overview.md
windows-authentication-technical-overview.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Windows-Authentication-Technical-Overview.md
windows-logon-scenarios.md,29,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Windows-Logon-Scenarios.md
winlogon-automatic-restart-sign-on--arso-.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Winlogon-Automatic-Restart-Sign-On--ARSO-.md
winlogon-automatic-restart-sign-on-arso.md,45,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-authentication\Winlogon-Automatic-Restart-Sign-On-ARSO.md
automatic-exclusions-for-windows-defender.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-defender\Automatic-exclusions-for-Windows-Defender.md
windows-defender-events.md,29,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-defender\Windows-Defender-Events.md
windows-defender-overview-windows-server.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\windows-defender\windows-defender-overview-windows-server.md
device-health-attestation.md,31,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\Device-Health-Attestation.md
guarded-fabric-and-shielded-vms.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\Guarded-Fabric-and-Shielded-VMs.md
security-and-assurance.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\Security-and-Assurance.md
